epoch,train_loss,val_pr_auc
1,0.4451624553493687,0.824757736531795
2,0.2980267196039386,0.8644657023339443
3,0.2754950234284193,0.8757319504118797
4,0.26341710988538486,0.8859804330517174
5,0.25871394562012073,0.8888648986616668
6,0.24835790463106727,0.8917683236888588
7,0.24038967543460274,0.8883255236281192
8,0.2334218925947023,0.8868457448279486
9,0.2309093665488769,0.8918104858233051
10,0.22696549476918665,0.8908122717805831
11,0.21733913268158503,0.8883263385504921
12,0.21363613503351503,0.888669933880671
13,0.20605997383227437,0.8865654436778143
14,0.20438815657155732,0.8881352233880382
15,0.2005269756626808,0.8878101359468911
16,0.194279447008226,0.8849272372507815
17,0.18900687240726632,0.887903587857574
18,0.18740080258487984,0.8861934808882718
19,0.1802702967009731,0.8861216189078076
