epoch,train_loss,val_pr_auc
1,0.4492694399414818,0.8247333691528401
2,0.29924889675326083,0.8677394194256202
3,0.28018118854397944,0.879243934292902
4,0.26585660786149024,0.8874067819231577
5,0.25103484951239957,0.8873752612688215
6,0.24764925284989808,0.8920445988915304
7,0.24010893717928047,0.8924555822757899
8,0.2337056260633679,0.8921372985687205
9,0.23192327746148828,0.8934778047035155
10,0.22323634423459093,0.8941573696487946
11,0.21736806750388368,0.8955479700686201
12,0.21397736370431056,0.8954336539619726
13,0.2070911047994203,0.8933436534217798
14,0.20400278234814073,0.8959987429638093
15,0.19709667708046047,0.8931064052408204
16,0.1969398566190903,0.8918614178057768
17,0.19259792738674383,0.8931604579806526
18,0.18751869555568057,0.8930855177130261
19,0.1849876972483187,0.8955188109639396
20,0.17964596640414304,0.8917978279527713
21,0.17891591916855984,0.8905263724825007
22,0.1771919361861228,0.8922181437487192
23,0.17338353722283797,0.8896025902967464
24,0.16844543687790403,0.8933264815813713
