epoch,train_loss,val_pr_auc
1,0.46079163570521586,0.771466434555758
2,0.29188767762689716,0.8174047587056407
3,0.2688491772576905,0.8334892516065382
4,0.25729868695384167,0.847360849770167
5,0.2507975253312005,0.8503562578862944
6,0.2429440179137861,0.8546458568929001
7,0.23837317306663028,0.8543002156369846
8,0.23500432417997003,0.8596085365610415
9,0.2274219799764399,0.8613885017523666
10,0.2228530648568987,0.8598337610660147
11,0.21865354838103024,0.8634778047299166
12,0.21340892440109466,0.8633889671506658
13,0.2110133208198246,0.8637414151581095
14,0.20539498621245744,0.865109609924212
15,0.2032588936572143,0.8605389732090248
16,0.1971635959426501,0.8641637998506175
17,0.18817597108146522,0.8656556558470516
18,0.18240724121755214,0.8620607184701918
19,0.17787347326956066,0.8611275460079352
20,0.17299852426644835,0.8621505114912389
21,0.16840291355055223,0.86108163655321
22,0.1634190773356564,0.8580914496154124
23,0.1583033326324785,0.8607857249616307
24,0.1561701476682904,0.8561196438303414
25,0.148693988990047,0.8625051905440297
26,0.1451242143062646,0.8557893698021091
27,0.14004321497051006,0.8563116701204517
