epoch,train_loss,val_pr_auc
1,0.45762175439677577,0.7766940953159672
2,0.294668649320319,0.8150323198915557
3,0.27215885330988476,0.8317816023225532
4,0.25937147111470354,0.8472359784371117
5,0.24985147968526858,0.8489680880921195
6,0.24389828722570314,0.8581060519967695
7,0.2382057860242349,0.861318867491021
8,0.2321692131269033,0.8611416872009942
9,0.22791061098106852,0.8624472956751239
10,0.22290889636914057,0.8615822523656177
11,0.21822831424104533,0.8646767126329284
12,0.21681063075063645,0.8660413647846837
13,0.20759136811547269,0.8646754099871933
14,0.20573936157461917,0.8643083763369821
15,0.1987468512490021,0.8610553853657598
16,0.19469631375681892,0.8616929806626012
17,0.18979499788093937,0.8605502168528597
18,0.18374394566815394,0.8595714487339607
19,0.17758795924098977,0.8612431987310495
20,0.1734354231387521,0.8624160443643796
21,0.16824585761730365,0.8611197765695852
22,0.16262956388731414,0.8617696065904003
