epoch,train_loss,val_pr_auc
1,0.656637484761377,0.35613257209808025
2,0.6375121429587766,0.35838110576383914
3,0.632221055239905,0.3610945029497111
4,0.6265253172708374,0.36373425098551676
5,0.6202963674468224,0.3640615399608974
6,0.6143926033444705,0.3625679375458767
7,0.6084399721586536,0.35974655934075583
8,0.6010368427120987,0.36684741682947397
9,0.5924230512230623,0.36701625837890856
10,0.5846686384297655,0.36680610716990486
11,0.5767937677149862,0.3665980717908338
12,0.5705275938342834,0.35853071008565557
13,0.5627537462895521,0.3620685998622294
14,0.5552279182123928,0.3548453405769217
