epoch,train_loss,val_pr_auc
1,0.6550153108793095,0.36022731432236116
2,0.6360245356476592,0.36053077660977967
3,0.6294477054306169,0.3646845038857699
4,0.6239773983011879,0.36255471000444717
5,0.6181136858687083,0.3664263716667378
6,0.6114200923353351,0.3670876801647171
7,0.6039703836337338,0.36588570685525257
8,0.5968255304562186,0.36882749547207583
9,0.5858024949550388,0.3677574997558134
10,0.5758255690505067,0.3646406326720997
11,0.5663783629054555,0.3606302060682679
12,0.556347015910619,0.3658824696375811
13,0.5499883307101445,0.3604183943042536
