epoch,train_loss,val_pr_auc
1,0.6536978794439918,0.3623545873771596
2,0.6369507360653184,0.36605797105224175
3,0.6310393035409627,0.36617405262490477
4,0.6262600438377555,0.3691744326436607
5,0.6216486287116416,0.3697459670365615
6,0.6168038999689001,0.36976035244314154
7,0.6118837543988123,0.3717467794475736
8,0.6070657492097417,0.3665870630213198
9,0.6004606546053662,0.3667876440326904
10,0.5949121055499854,0.36549975115549277
11,0.5882567141694902,0.3639274471622269
12,0.5817992514820715,0.3653903889363716
