epoch,train_loss,val_pr_auc
1,0.6534223281820295,0.3574837146481159
2,0.6372300018158513,0.3559389714882705
3,0.632802774778914,0.3631458853100452
4,0.6265864661922913,0.36183532463676327
5,0.6215566786303793,0.36456290892838983
6,0.6157558744881759,0.36210962237498145
7,0.6092762771885959,0.3655429297357269
8,0.6014973280604021,0.36298370131300384
9,0.592916363346681,0.36673600126358663
10,0.5843447429894957,0.3672925697039189
11,0.5752200260538614,0.36694330817883747
12,0.5685198036628151,0.3652500037091269
13,0.5638737990863851,0.3642946227730035
14,0.5570079223522336,0.36198852908168666
15,0.5460984820586482,0.35837137284988785
