epoch,train_loss,val_pr_auc
1,0.5796992841909058,0.1517759129662632
2,0.5097881689790882,0.16842740875761938
3,0.49191455693109903,0.1770718988518864
4,0.4813300867320838,0.1734210347059852
5,0.4726599427580675,0.18192789799751308
6,0.46918884147446177,0.18485929786108546
7,0.4612276443941629,0.18693212904179898
8,0.4581119826500845,0.18562650127330238
9,0.4519139855174443,0.18913880845059766
10,0.44710779044289506,0.18861656904126245
11,0.44327578500754067,0.1902683417624127
12,0.4381650440897138,0.18847161606312934
13,0.43311681149874004,0.1884983895820887
14,0.4267250645196214,0.18804010561096576
15,0.42330472133023406,0.19069370358487464
16,0.4161196540936506,0.18903861614788725
17,0.4102318840019728,0.18483210238423248
18,0.4063854028786095,0.1839888920894321
19,0.3973526749368743,0.18415781002612097
20,0.39081338403076116,0.1841831074450806
21,0.38526010410749506,0.18122833143530134
22,0.37756614585761,0.18027982669995052
23,0.3697391052889872,0.18186474749566764
24,0.36126370267792984,0.1837493695449523
25,0.3553181128746786,0.17872754324723777
