epoch,train_loss,val_pr_auc
1,0.5894328569739493,0.15423927513768343
2,0.5136101581908443,0.16960481190312438
3,0.4945817253054694,0.17460163445712207
4,0.48859729102536775,0.176405592636112
5,0.47844449844552794,0.17901214433080154
6,0.4736000675205027,0.18008451948727605
7,0.4672947732992874,0.18194146292218774
8,0.4621087023621424,0.18416748925376136
9,0.45900610516016405,0.18467292819117942
10,0.4522156544862382,0.18503612920554308
11,0.44706850662648934,0.1861616090426201
12,0.4437691945355249,0.18567453705485432
13,0.43818522649065095,0.18430547276931863
14,0.43275493612540744,0.18513947645519482
15,0.42622890142696646,0.1852065311506512
16,0.42124066572054025,0.18495285113818144
17,0.41457235794977576,0.18444613283173703
18,0.4116634703360001,0.184637342326876
19,0.4020351956137972,0.17836936713682844
20,0.39412159715896405,0.17922655062958553
21,0.3886958926549657,0.1763739627436636
