epoch,train_loss,val_pr_auc
1,0.5956434448965152,0.1705924493478146
2,0.51205538953002,0.19470699970318306
3,0.49502415382205456,0.20573091778576347
4,0.4852115331827951,0.21388331794285895
5,0.4781197674900156,0.21276328332040367
6,0.4721053047658926,0.21447704048691874
7,0.46700746511260477,0.216020057005304
8,0.4599447199890441,0.2148700108317107
9,0.4561141034136571,0.21474092274345588
10,0.45028479396396137,0.21463382700381886
11,0.44506763567824664,0.2134700930628109
12,0.43677554743993663,0.2143985661779449
13,0.4288158699709336,0.21437508171268055
14,0.42165362705328996,0.2128829135140861
15,0.4134190728067773,0.2122554091610608
16,0.4033044708823064,0.20903861865577827
17,0.39733530559843067,0.20426318984707864
