pair_id,pr_auc_A,pr_auc_B,roc_auc_A,roc_auc_B,n_flagged
0,0.3958272702875315,0.4097882779586799,0.5351055672517417,0.544812138009939,5159
1,0.4291860413698569,0.4367427975531086,0.5608898952941325,0.5639070985417218,4868
