pair_id,pr_auc_A,pr_auc_B,roc_auc_A,roc_auc_B,n_flagged
0,0.8934574066382672,0.893598362613072,0.9660013339841489,0.9664723786555718,3151
1,0.8922250750577512,0.8959775165643944,0.9647752649415267,0.9668034872931122,2791
2,0.8665504886875264,0.8666330020200654,0.9527717461948397,0.9532773981871938,2224
3,0.8680097505484439,0.8718173740545898,0.9514781369400219,0.9540708279333644,3035
