pair_id,pr_auc_A,pr_auc_B,roc_auc_A,roc_auc_B,n_flagged
0,0.4176337741827788,0.3908540903412264,0.5610846731215688,0.5508878684584078,5159
1,0.42150948095573837,0.40994435219491904,0.5583848021568145,0.5542042136176338,4868
