epoch,train_loss,val_pr_auc
1,0.502180781183732,0.7235152861805761
2,0.3077673737784169,0.7963699062757356
3,0.2713055541018813,0.8167452037999466
4,0.25464882665269295,0.8234322541503591
5,0.24785954560795573,0.8225057795474711
6,0.23948464539949657,0.8308035330044996
7,0.2353500001296124,0.825631415580803
8,0.22670286588177413,0.8313021274756346
9,0.22066007435431662,0.8300162529452451
10,0.21407680001617338,0.8297879563002466
11,0.20764747534666425,0.8346871270037317
12,0.20231006303712018,0.8338640534236327
13,0.19628057860409018,0.8245988109981498
14,0.1891240387678952,0.8314279548270092
15,0.18754809382113422,0.8303622086519294
16,0.1795032154637682,0.8251945355599066
17,0.17391031527964132,0.8255494235883702
18,0.16879110539257938,0.8247390847512961
19,0.16546552991710525,0.824270214306665
20,0.15814894940369398,0.8196366653297634
21,0.15555835026252693,0.8286233575552726
