epoch,train_loss,val_pr_auc
1,0.5914952969219883,0.16776747248596574
2,0.516147614818104,0.18685383639202008
3,0.49395827912595675,0.18869646870904502
4,0.48354357131020775,0.19964582730380234
5,0.4777362111655006,0.201921379259917
6,0.46932610389766766,0.20583060583760385
7,0.46122733972939506,0.20303940688398053
8,0.453314054903021,0.20319138506467138
9,0.4489725930443035,0.2032583882153155
10,0.43943938816710626,0.20291248586924354
11,0.43398501921669913,0.20033816185983305
12,0.4223934959652188,0.19503433169625464
13,0.4126459858193535,0.19987006505120597
14,0.4046932624319358,0.1955892964720426
15,0.3913593404046505,0.1927560057776982
16,0.3801261710444119,0.18792759452581986
