epoch,train_loss,val_pr_auc
1,0.5968808565472472,0.16360046701733622
2,0.5161812991095517,0.18638513132555226
3,0.49864096848519984,0.19118552218186863
4,0.4891734544524385,0.19779237529332366
5,0.4827436326544994,0.20362627916405082
6,0.47299916919353985,0.2007416900119611
7,0.4674191106258736,0.2036229081267123
8,0.45838928473432305,0.20145946496721737
9,0.4536774199532654,0.20129404131647644
10,0.4456237618885507,0.19915918233171778
11,0.43790610763818427,0.19704549341614108
12,0.4312681949353846,0.19395020212432781
13,0.41840260634415405,0.19152690080975907
14,0.4120315092310442,0.19256259162079903
15,0.39837959572407955,0.18393277751923043
