epoch,train_loss,val_pr_auc
1,0.5937983229916289,0.1661894704328779
2,0.5166513242332923,0.18758824731096105
3,0.4946153034296266,0.19400569881597715
4,0.49190037253270213,0.20187442434430225
5,0.4806793034580471,0.20073352512848003
6,0.4722660620842371,0.2028795659138454
7,0.4628625270032422,0.20215807346361697
8,0.4569689837601918,0.2034065701420142
9,0.44998589210212353,0.20500342795964988
10,0.44311673418606573,0.20236032473474927
11,0.435858980510916,0.19977076832768523
12,0.4239175531007494,0.19976373998898786
13,0.416262961969489,0.2002162320534874
14,0.40623368377013735,0.19954881023561916
15,0.3931286183980061,0.19573069099760732
16,0.3791271962866506,0.19652942177147223
17,0.36459514280777183,0.18264306508391612
18,0.3507627065173233,0.18467408395052176
19,0.3310143156525667,0.18072508590039701
