epoch,train_loss,val_pr_auc
1,0.5268109803078311,0.7279286357590568
2,0.32750237018264183,0.843872745017313
3,0.28972362996668716,0.8641855647097261
4,0.27473010215276283,0.8740288390216252
5,0.2611894598512938,0.8797695870249657
6,0.25436720384845973,0.882752196629503
7,0.24579041404359825,0.8869347660963146
8,0.24330450812371635,0.8863065097360571
9,0.23181781130300125,0.88889528999222
10,0.2253548434504493,0.8869555820175091
11,0.21900656550417147,0.8854578718858432
12,0.21686522408392078,0.8851774787396249
13,0.20769013740506997,0.8846039084586578
14,0.19951675323170703,0.8837780743250955
15,0.19015550047916904,0.8837845800289238
16,0.18627851342444357,0.880605135388534
17,0.17245734595332005,0.8790256461086464
18,0.16532594264140774,0.8822556672634734
19,0.16091160164968857,0.8785918961015844
