epoch,train_loss,val_pr_auc
1,0.5153790936016114,0.7551934213575788
2,0.31590048018485867,0.8509988529279285
3,0.28678132497217124,0.869646743602586
4,0.27131855054447,0.8772834020163283
5,0.2617839199947842,0.8833993125926168
6,0.2510826712386911,0.884483298654335
7,0.2462889292104482,0.8855045611290384
8,0.24139736338755083,0.8852547399262015
9,0.2346322600939083,0.8836384753105397
10,0.22779410176122897,0.8885052758021655
11,0.22040403054167773,0.8886080935774585
12,0.21310970598382262,0.8892894364477198
13,0.2145747652011558,0.884488618185738
14,0.19993811642325468,0.889483659178216
15,0.18975359533267183,0.8879625133884312
16,0.18330664630808863,0.8845444633230853
17,0.17627216423396996,0.8803446537902512
18,0.1673290119202793,0.8846814497200253
19,0.1599733355225976,0.8837765751861646
20,0.15036054893791756,0.8835120482395488
21,0.14036209965091814,0.8794028551681201
22,0.12994316208121007,0.8832610754954917
23,0.12395192114600478,0.8769771586327675
24,0.12157554338847315,0.8789586455815702
