epoch,train_loss,val_pr_auc
1,0.5094782385863167,0.752362318926686
2,0.3186065178121848,0.8426949208968556
3,0.2881353023223553,0.8643987144645868
4,0.27479498580358647,0.8733001627008286
5,0.26360204583798447,0.8791337858502103
6,0.2548535243354759,0.8794818910769785
7,0.24818603842579134,0.8840113369598879
8,0.23989751011680274,0.8852786138208478
9,0.23386479928820667,0.8843192231849193
10,0.22787734525033038,0.8871784241148034
11,0.21852227651603556,0.8875275693469862
12,0.2128879537195285,0.8859966291235267
13,0.2037219410924649,0.8864403376142499
14,0.19992989705513844,0.8856180694632472
15,0.1894076306304263,0.886762644819095
16,0.18210782120756588,0.8836852901889676
17,0.17327667837729802,0.8821892216960302
18,0.1637448321308074,0.881298952380488
19,0.1570869821795425,0.8790143070012509
20,0.14855241812792394,0.8753897202477516
21,0.1437479901338759,0.876696477691784
