epoch,train_loss,val_pr_auc
1,0.6510877297372588,0.2227831936066051
2,0.6293600403053271,0.22430373638148884
3,0.6245855305703781,0.22141229382608618
4,0.6180918758127225,0.22781548599033646
5,0.6129735947806154,0.22256515329095572
6,0.6059572713483579,0.2335033395991059
7,0.595609019894626,0.23627078041109387
8,0.5919519732142642,0.24312010247641488
9,0.5782903670088381,0.23948760298252228
10,0.5645769621055359,0.2327312489747011
11,0.5562386419204939,0.22637999131275602
12,0.5485986259786352,0.2236835323735393
13,0.5424258255794387,0.22174884602669936
