epoch,train_loss,val_pr_auc
1,0.6606698024473476,0.21445805531230022
2,0.6272465165067431,0.21750565268509364
3,0.6216608373214347,0.22357749935355534
4,0.617121782542849,0.2229622326996845
5,0.6105867874557185,0.20875891880343364
6,0.6110841509608217,0.2209122896173389
7,0.6008255228145302,0.22969948509398672
8,0.5902333012608493,0.22085985319769308
9,0.5789749330499271,0.21771960774816748
10,0.5719012179841478,0.21068597566632746
11,0.5593513590157086,0.21896302759815098
12,0.553473816175563,0.2025198855657725
