epoch,train_loss,val_pr_auc
1,0.6723327592928313,0.36318269328323394
2,0.657606700506732,0.35834527917870984
3,0.6546938506050686,0.36875488289106795
4,0.6520388827184297,0.36371949602304676
5,0.650124189514557,0.3719888636896869
6,0.6474305022716039,0.3692292048969432
7,0.6443733087887993,0.3720979712751109
8,0.6431732720820784,0.36496042915618354
9,0.640507903664653,0.37092881285032225
10,0.6398577916829857,0.3692730553100205
11,0.6404547531898522,0.36506020792241484
12,0.6366555732706988,0.36338248690578173
