epoch,train_loss,val_pr_auc
1,0.6754793468233526,0.35587158625808424
2,0.656661731743427,0.36191731514774683
3,0.654614337281334,0.3614652897339872
4,0.6513299288134571,0.35819499436426744
5,0.6511236960246216,0.36356511080832277
6,0.6473152229859366,0.36308111855685476
7,0.6460677630330018,0.35856702116981143
8,0.6429209233347178,0.36518103191147067
9,0.639120392018366,0.3666259852902295
10,0.6347830101569765,0.36621802806472287
11,0.6335408209870236,0.3616617764534047
12,0.6323842837013044,0.36281810245259893
13,0.6309555976863155,0.3659280626920861
14,0.6306709931175366,0.3645523248695479
