pair_id,pr_auc_A,pr_auc_B,roc_auc_A,roc_auc_B,n_flagged
0,0.16175974911988242,0.17803676634209928,0.8095787416693275,0.8260907225750866,15086
1,0.196169885761817,0.2077905651431732,0.8139052418717743,0.8249375589606134,6629
2,0.15799308071082926,0.15771837927246846,0.8439969738964892,0.8460633614960082,4740
3,0.15730243151586154,0.15934974817120917,0.8612625693603176,0.8607982735922239,5552
