epoch,train_loss,val_pr_auc
1,0.5652463647358257,0.14826774781798743
2,0.49611729364433516,0.15128944957712312
3,0.4697107359524437,0.15342899975532792
4,0.455023272460953,0.15349714324474575
5,0.4337500523258153,0.14576492217540404
6,0.4126743558834953,0.14756012861148982
7,0.38880240968810176,0.1417008166180275
8,0.36554674570513895,0.13683455453620946
9,0.33985192561496885,0.1319117719893415
10,0.31344271567384663,0.12940941448720164
11,0.29032056784828847,0.11901021214208336
12,0.264936749270097,0.1283232199468811
13,0.2410142120578332,0.11960007142202025
14,0.22130915954692826,0.11595384471426587
