epoch,train_loss,val_pr_auc
1,0.5587279775341555,0.1452308961934095
2,0.4977658184118592,0.14676721944029503
3,0.4770436710768973,0.13872406553255906
4,0.46104997192016284,0.13886664659445114
5,0.4396486614325085,0.13870928099527818
6,0.42309923380134684,0.13465091151851613
7,0.40051555568377306,0.13490933103715363
8,0.3783473413310686,0.12479241360686973
9,0.3485350306825169,0.12975506573686407
10,0.3224656383168377,0.12652862166885026
11,0.29644587550932616,0.12069496847893306
12,0.26736240461041205,0.12704619444307858
