epoch,train_loss,val_pr_auc
1,0.5506194803431345,0.15105597087093386
2,0.4951132923069071,0.15342214604331936
3,0.468559262364985,0.1538599855432841
4,0.4519095938151536,0.15060601105556334
5,0.43730545266429116,0.15165859577627683
6,0.4145257317340599,0.14323102955918268
7,0.38820674317015125,0.12963827427858873
8,0.3672750942339585,0.13475186589067595
9,0.3395884390314184,0.12630726519747354
10,0.31396105499346094,0.12241912224697603
11,0.29360927377265,0.1240783059932076
12,0.2670199981960959,0.11743424781657802
13,0.2485990713673907,0.12525977982728087
