epoch,train_loss,val_pr_auc
1,0.5557321714254259,0.1463926567233279
2,0.49199850777282716,0.14939544947736927
3,0.46837811322273853,0.1430160892924096
4,0.4497042848786822,0.14402768016182918
5,0.432081681827745,0.14283509522389604
6,0.41240468093771765,0.13270315245345243
7,0.39331808280028463,0.13690864706213407
8,0.3709861799395178,0.12547136946417148
9,0.34736362725812525,0.11966393731665032
10,0.3232132658831208,0.124363128637378
11,0.30482610098985713,0.11806171435649401
12,0.27538605898360674,0.12627214014130056
