model_type,explainer,pair_id,step_label_A,step_label_B,n_train_A,n_train_B,n_eval,n_flagged,pr_auc_A,pr_auc_B,delta_perf,delta_Y,delta_X,n_subset,stoch_cos_A,stoch_cos_B,stoch_rbo_A,stoch_rbo_B,stoch_cos,stoch_rbo,stoch_n_runs,explainer_is_deterministic,loc_cos,loc_rbo,base_cos_A,base_cos_B,base_rbo_A,base_rbo_B,global_rbo
xgboost,shap,0,2013-03-25,2013-04-08,66292,100342,51585,5159,0.4241476058959961,0.39096546173095703,-0.03318214416503906,0.013524345904327523,0.03239184508706045,5159,0.0,0.0,0.0,0.0,0.0,0.0,1,True,0.2262287735939026,0.40311541140692814,0.11932936310768127,0.08748060464859009,0.346096119033705,0.2969893479826618,0.2953826440326719
xgboost,lime,0,2013-03-25,2013-04-08,66292,100342,51585,5159,0.4241476058959961,0.39096546173095703,-0.03318214416503906,0.013524345904327523,0.03239184508706045,400,0.05866740643978119,0.11982958018779755,0.2337267006402569,0.24481558284819946,0.11982958018779755,0.24481558284819946,8,False,0.46907855570316315,0.5608903497587193,0.18080401420593262,0.2547113597393036,0.4089593314982431,0.40577608301412627,
xgboost,shap,1,2013-04-01,2013-04-15,95317,94063,48674,4868,0.42022737860679626,0.38363614678382874,-0.03659123182296753,0.011292845306493188,0.03273311020851404,4868,0.0,0.0,0.0,0.0,0.0,0.0,1,True,0.08545511960983276,0.31974037035053304,0.021395012736320496,0.11186103522777557,0.2459455751824986,0.32796553287779107,0.21288347934129626
xgboost,lime,1,2013-04-01,2013-04-15,95317,94063,48674,4868,0.42022737860679626,0.38363614678382874,-0.03659123182296753,0.011292845306493188,0.03273311020851404,400,0.11649195849895477,0.3018869012594223,0.25515489146777226,0.37013782181518107,0.3018869012594223,0.37013782181518107,8,False,0.30505983531475067,0.4618823118093657,0.1734362095594406,0.34882646799087524,0.3947301042284521,0.4790544345933043,
