epoch,train_loss,val_pr_auc
1,0.6153238405363453,0.09384335308387803
2,0.5322794384942916,0.10044339430730227
3,0.514652784343119,0.10779817829176555
4,0.5030499021773803,0.11178017253189641
5,0.4936851292101973,0.11420197760240747
6,0.48792628882498373,0.10948713858720638
7,0.4821700956325424,0.11452301810960155
8,0.47542051987004896,0.1154579207716282
9,0.46954267094986984,0.11225403235377973
10,0.4638128873923119,0.1125758398048578
11,0.4570971106287143,0.11131571589837923
12,0.44834932517742637,0.10927011673617047
13,0.44442874480994354,0.11008445962724757
14,0.4371178066262693,0.10712621077856575
15,0.42849851634351893,0.10702146512538058
16,0.4209743687835964,0.10857197454078028
17,0.4117157604574183,0.10013841612612115
18,0.4024703645623828,0.10371518354924761
