epoch,train_loss,val_pr_auc
1,0.527762978880835,0.7428530812016398
2,0.30960497615460636,0.8239191024610457
3,0.27416296651216504,0.8450716868181325
4,0.25823067037142544,0.8536701725710409
5,0.24380972380399638,0.8524567876462787
6,0.23845953680961013,0.8557435968070751
7,0.22820120649839598,0.8592975026348094
8,0.22642630340190245,0.8602290634263274
9,0.2185985655236121,0.858798644789709
10,0.2157325724057457,0.8577847761754702
11,0.20639870078056696,0.8521388591813279
12,0.20008208773642247,0.8591425437879078
13,0.1963455868961972,0.855524142210791
14,0.18936185106547035,0.8570086071484907
15,0.18325822226753188,0.8531375693575431
16,0.17784024475769428,0.8518957943468459
17,0.17117727402403915,0.8523904183811856
18,0.16637293617483273,0.852218593788875
