pair_id,step_label_A,step_label_B,feature,tv
2,2019-12,2020-04,person_1_min_type_25L,0.019216521294654565
2,2019-12,2020-04,person_1_last_education_927M,0.0015370887172301076
2,2019-12,2020-04,person_1_first_education_927M,0.013581424793427211
2,2019-12,2020-04,person_1_last_empladdr_district_926M,1.7242692367060245e-05
2,2019-12,2020-04,person_1_last_empladdr_zipcode_114M,1.7242692367060245e-05
2,2019-12,2020-04,person_1_last_language1_981M,0.01563315600236455
2,2019-12,2020-04,person_1_first_language1_981M,0.007371732886710552
2,2019-12,2020-04,credit_a_2_last_collater_typofvalofguarant_298M,0.00966266767259525
2,2019-12,2020-04,credit_a_2_first_collater_typofvalofguarant_298M,0.016348261903082615
2,2019-12,2020-04,credit_a_2_last_collater_typofvalofguarant_407M,0.00966726091800628
2,2019-12,2020-04,credit_a_2_first_collater_typofvalofguarant_407M,0.02925388870678774
2,2019-12,2020-04,credit_a_2_last_collaterals_typeofguarante_359M,0.00966726091800628
2,2019-12,2020-04,credit_a_2_first_collaterals_typeofguarante_359M,0.029253888706787728
2,2019-12,2020-04,credit_a_2_last_collaterals_typeofguarante_669M,0.00966266767259525
2,2019-12,2020-04,credit_a_2_first_collaterals_typeofguarante_669M,0.01628173193292509
2,2019-12,2020-04,credit_a_2_last_subjectroles_name_541M,0.009669569555428864
2,2019-12,2020-04,credit_a_2_first_subjectroles_name_541M,0.029443807008397462
2,2019-12,2020-04,credit_a_2_first_subjectroles_name_838M,0.015794242415756193
3,2020-03,2020-07,cardtype_51L,0.03865405812758726
3,2020-03,2020-07,credtype_322L,0.08166749210696532
3,2020-03,2020-07,disbursementtype_67L,0.08495661987934244
3,2020-03,2020-07,equalitydataagreement_891L,0.0006443838454098893
3,2020-03,2020-07,inittransactioncode_186L,0.08506257681643976
3,2020-03,2020-07,lastapprcommoditycat_1041M,0.09077597275228592
3,2020-03,2020-07,lastrejectcommoditycat_161M,0.02470611216603545
3,2020-03,2020-07,lastrejectreason_759M,0.06944186368722971
3,2020-03,2020-07,lastrejectreasonclient_4145040M,0.06766570213966017
3,2020-03,2020-07,lastst_736L,0.05174065881502104
3,2020-03,2020-07,opencred_647L,0.0502163401896491
3,2020-03,2020-07,twobodfilling_608L,0.012521115661260759
3,2020-03,2020-07,description_5085714M,0.2720363137337697
3,2020-03,2020-07,education_1103M,0.04254852970799019
3,2020-03,2020-07,education_88M,0.003102479612844611
3,2020-03,2020-07,maritalst_385M,0.06116552348509706
3,2020-03,2020-07,maritalst_893M,0.0048034817536499845
3,2020-03,2020-07,requesttype_4525192L,0.42887680776945003
3,2020-03,2020-07,applprev_1_max_credacc_status_367L,0.039999515397784506
3,2020-03,2020-07,applprev_1_min_credacc_status_367L,0.04176962296178652
3,2020-03,2020-07,applprev_1_max_credtype_587L,0.052002488570628204
3,2020-03,2020-07,applprev_1_min_credtype_587L,0.10035971206422463
