pair_id,pr_auc_A,pr_auc_B,roc_auc_A,roc_auc_B,n_flagged
0,0.14234623322706957,0.1598076077077145,0.8028166405197813,0.8226444399502861,15086
1,0.17865520698717136,0.18184721268175005,0.8073921729792425,0.8167468401026224,6629
2,0.14023901818053974,0.14032728462797905,0.8367773768162828,0.839143257056562,4740
3,0.10048324661855934,0.12983897109792275,0.8263089818383482,0.8513614655015037,5552
