iteration,val_aucpr
1,0.868995339272132
2,0.8345812292595475
3,0.8636434975462346
4,0.8732963436615742
5,0.8766435654736584
6,0.880666122190177
7,0.8810579701478933
8,0.8777463135908964
9,0.879885473894483
10,0.8818270689549639
11,0.8826495752111708
12,0.8811654214695216
13,0.8827869924604733
14,0.8834069050135593
15,0.8840207556276872
16,0.8844062540156962
17,0.8850826168631344
18,0.885555769746736
19,0.8858683233339248
20,0.8866622652858506
21,0.8866447862791765
22,0.8865291780437493
23,0.8870750443639187
24,0.8873491198401202
25,0.8876396921758244
26,0.8882923397349927
27,0.8888648648308956
28,0.888961398378077
29,0.8884549911788799
30,0.8888935710013436
31,0.8891464291422986
32,0.8893809111201577
33,0.8897537637135694
34,0.889761973679608
35,0.8899390155624328
36,0.8906096491939238
37,0.8906025562899165
38,0.8904776393672076
39,0.8909674457769777
40,0.8910688439730413
41,0.8910595974013726
42,0.8916253650325792
43,0.8919342501506288
44,0.8921297849621147
45,0.8924491274378201
46,0.8931490418108159
47,0.8932516063052388
48,0.8934278120755752
49,0.8934966968063148
50,0.8938122329311583
51,0.8940590465088996
52,0.8942905784301242
53,0.8943687576042032
54,0.8945055535287394
55,0.8946841331511044
56,0.8946095995642466
57,0.8951300351254801
58,0.895113360224831
59,0.895499870776396
60,0.8957539185419262
61,0.8956961673696118
62,0.8960478615094136
63,0.8964108837826537
64,0.8964279963757633
65,0.8965026471138582
66,0.8968066909551515
67,0.8971924312966856
68,0.8975364787577964
69,0.8977999722094643
70,0.8978295226449027
71,0.897885595471861
72,0.8982952128718541
73,0.8984783690524805
74,0.898714973248469
75,0.8989880859878263
76,0.8991880136348497
77,0.8992950305446008
78,0.8995636365834812
79,0.8996146563402827
80,0.899850183221784
81,0.9001773818201707
82,0.9003734763519838
83,0.9004061269798866
84,0.9005152795465274
85,0.9006846853870678
86,0.9006940240667421
87,0.9008794554501283
88,0.9009950648016469
89,0.9011221434567639
90,0.9011083306148103
91,0.9011423225576027
92,0.901052250232203
93,0.9013380433567998
94,0.9013949412359461
95,0.9015325403542283
96,0.9016459924855152
97,0.9017178179665698
98,0.9018119780158959
99,0.9018879839589827
100,0.9019514521202773
101,0.9019613500630651
102,0.9020002032303929
103,0.9020407884132017
104,0.9022560401274426
105,0.9023621993950888
106,0.902511858452144
107,0.9024350891031033
108,0.9024930622745017
109,0.9026061906897012
110,0.9026712112941057
111,0.9028203660185199
112,0.9028766399092935
113,0.9029238519130826
114,0.9030262430048425
115,0.9031098095848554
116,0.9030886477749677
117,0.9030439629110951
118,0.9031041819336263
119,0.9030875310163927
120,0.9030896493514152
121,0.9032083162626198
122,0.9032702427254741
123,0.9032176880996523
124,0.90327639372604
125,0.9033726570617424
126,0.9034475128018301
127,0.9034954747341385
128,0.9035247144555696
129,0.9036722035560681
130,0.9036005826532559
131,0.9035342382928755
132,0.9035171418881895
133,0.9035175406811208
134,0.9035953940586641
135,0.9037376901882929
136,0.9038027224036741
137,0.9039442288412928
138,0.9039789622063114
139,0.903978539630324
140,0.9041623991961205
141,0.9041790661506889
142,0.9041882907747955
143,0.9042110172710299
144,0.9042206361634149
145,0.9042264641329386
146,0.9042116068940085
147,0.9043083290043161
148,0.9044500074038715
149,0.9045222471693397
150,0.9045632650798964
151,0.9044690850532875
152,0.9044641506362429
153,0.9045582792395614
154,0.9045442390945853
155,0.9046801075141104
156,0.9046563966517038
157,0.9048002255933885
158,0.9046763568624362
159,0.9047213411844582
160,0.9048000466324772
161,0.9049441754161068
162,0.9050022295271405
163,0.9050050511595438
164,0.9051666093975007
165,0.9052409661539649
166,0.9052993395135379
167,0.9053442346517437
168,0.9053727206362913
169,0.9054463504223853
170,0.9054483621038509
171,0.9054197954306688
172,0.9055416866888134
173,0.9056458439091362
174,0.905738328780394
175,0.9057829086897056
176,0.9057771821742285
177,0.9058202456740034
178,0.9059519895961096
179,0.9060007716941655
180,0.9059293568239848
181,0.9059510087940255
182,0.9059223981080128
183,0.9058935945316632
184,0.9059083230136581
185,0.9059636201871389
186,0.905952746340989
187,0.9059532856688899
188,0.905913312759742
189,0.9059527788257348
190,0.9059947039691476
191,0.9059718040114036
192,0.9060988879958882
193,0.9060737608158567
194,0.9060506475601366
195,0.9060764650365648
196,0.9059796252541498
197,0.9059938238318274
198,0.9060136847847582
199,0.9060003075904443
200,0.9060303258847561
201,0.9060315214321153
202,0.9060683284645975
203,0.906013650656349
204,0.9060308235205514
205,0.9059024804412524
206,0.905901018473601
207,0.9059496590136557
208,0.9058741109486843
209,0.905856091358051
210,0.9058527155742724
211,0.9058118407121035
212,0.9057916911178698
213,0.9058644064828554
214,0.9058427201967034
215,0.9058438724928767
216,0.9058903903895892
217,0.9059006032967853
218,0.9058921977496208
219,0.905866451237066
220,0.9058725269403197
221,0.905899273108325
222,0.9059178946971228
223,0.9058349671930934
224,0.9058182127691908
225,0.9058107409608855
226,0.905783678499307
227,0.9057513196736953
228,0.9057228262988583
229,0.9057328808212288
230,0.9058172837740289
231,0.9057694114355941
232,0.9057236976794915
233,0.905804820302767
234,0.9057322381170402
235,0.9056504406682505
236,0.9056450622600705
237,0.9056113776775918
238,0.9055966473245161
239,0.9056096648122269
240,0.9056287605389879
241,0.905646081722489
242,0.905575597060352
