epoch,train_loss,val_pr_auc
1,0.5601448987197223,0.15053917205802642
2,0.49573137599683376,0.16396712175057299
3,0.47942869321880704,0.16932966822663717
4,0.47020501991726477,0.16862014809274953
5,0.45426909246033376,0.170233121645876
6,0.4366329534363677,0.16538573665783857
7,0.4189746183499312,0.16515948583189544
8,0.3931836897918325,0.15124656184415863
9,0.36744246785848894,0.14548495396905498
10,0.34700511703423587,0.1422405285970948
11,0.3225921612398824,0.13277503032525878
12,0.30483148578250374,0.128108890118732
13,0.2863659185078372,0.12920280993073768
14,0.26972018876496384,0.1242343477641518
15,0.2574446980173588,0.12492694572193233
