epoch,train_loss,val_pr_auc
1,0.608267390485196,0.12076337788987968
2,0.5198178090467261,0.12636942862337328
3,0.49958761661904283,0.1279631721686314
4,0.4840956175538518,0.14061511107257552
5,0.4719816341485423,0.14180996644398033
6,0.46544684405791914,0.13929052544492027
7,0.45745781360625587,0.13763555186620358
8,0.4509959307100268,0.13813798647495426
9,0.44513424176375466,0.14565042262600722
10,0.437044156172118,0.13163418173546565
11,0.4292733823449668,0.13325197227596552
12,0.4251433393974576,0.1358748651671962
13,0.415258164431682,0.13753170616530383
14,0.4103439505288964,0.13512885449694148
15,0.4061596522536138,0.13492833943065982
16,0.3977720797663987,0.13320424893786276
17,0.388349734472506,0.13335136083713123
18,0.3835453336592995,0.13086528337571418
19,0.37426635568199973,0.13058679694689604
