epoch,train_loss,val_pr_auc
1,0.5963137986855397,0.14992388840333143
2,0.5215013595143252,0.16581733921342207
3,0.5037017808081703,0.17422855284321015
4,0.49474337519040096,0.17577284782087343
5,0.48505600732054166,0.1783266788399253
6,0.4741425406937124,0.17609097630036424
7,0.4679696796732176,0.1777800579254354
8,0.46384378707255075,0.177898296043217
9,0.4554300817394048,0.17583092330721725
10,0.448810364397616,0.1727834724441726
11,0.44441195739854294,0.17464649696323847
12,0.4379484872615864,0.17434021391690635
13,0.4305128412984966,0.170882638748836
14,0.4266391534114485,0.16826732587099535
15,0.4205705818401517,0.16709517545185787
