epoch,train_loss,val_pr_auc
1,0.5200576555807549,0.7412949319520363
2,0.3126899590275092,0.826792899501402
3,0.26993723082675497,0.8509127439996099
4,0.2563899204533792,0.8594103303288159
5,0.24654695928497514,0.8688458110369929
6,0.23647704339225506,0.873432093031447
7,0.23029187204464882,0.8768800394322399
8,0.22606055892755367,0.8776578507151421
9,0.22009331932886594,0.8771830626746493
10,0.2117786288817159,0.8788238582479283
11,0.21346695113231973,0.8802860251453544
12,0.197760892144227,0.8779116132127704
13,0.1920437804298868,0.8779933494510938
14,0.18482959236074006,0.8736550396271238
15,0.17901674436234466,0.8739327254302351
16,0.1707960689024742,0.8740983865547294
17,0.1630394086969484,0.8720872923367134
18,0.15604396723187183,0.872152938263075
19,0.147019300651886,0.870057697044841
20,0.13646996045655502,0.8696707551335001
21,0.13361707177203605,0.8653404407490696
