epoch,train_loss,val_pr_auc
1,0.5371968854045287,0.6978546918443463
2,0.3221933949905559,0.8219597657170566
3,0.2736692657900026,0.8490290535389251
4,0.2581034916507764,0.8579735035517411
5,0.2513533294121505,0.8666911219926166
6,0.24313255700683375,0.866252742496002
7,0.2346486547933713,0.8747785293902832
8,0.22704565790829798,0.8754988651825505
9,0.22354070833759776,0.8776384752057425
10,0.2153676909555355,0.8774935720351338
11,0.21454961627407998,0.8765102810250652
12,0.2023625735320613,0.8779312428094725
13,0.19739791637679488,0.8764178775689678
14,0.1928487760825885,0.8764512049127451
15,0.18240178993143558,0.8743070756602768
16,0.17267278909917624,0.8721147636229296
17,0.1640291654653814,0.8692334676415268
18,0.1575049530782328,0.8674385476167354
19,0.15120712673658043,0.8674384926217366
20,0.13897169747812924,0.8686014585736479
21,0.1287718684513315,0.8653819193185373
22,0.12357302708143694,0.8641833864556513
