epoch,train_loss,val_pr_auc
1,0.5184407977302955,0.7363631558479683
2,0.31035319948338563,0.826877125760139
3,0.2705356386047956,0.8507219012991515
4,0.257394266596576,0.8603846718073883
5,0.24550300238097092,0.8655474029346764
6,0.23753298899780506,0.869194503618813
7,0.23007309937914147,0.8721935614055434
8,0.22611546351963172,0.8772862459886447
9,0.21925941523252881,0.8762770696946194
10,0.2173218455061186,0.8758070534947168
11,0.20868253416024865,0.8784387119484288
12,0.20157308249883085,0.8789263826664659
13,0.20000198794797971,0.8792462892881232
14,0.19132284651654907,0.8749668255408601
15,0.184867448754137,0.8735614408932668
16,0.17650064212045255,0.8763667747500377
17,0.1683631795006598,0.8744138968858159
18,0.16114500596349984,0.8703666873754778
19,0.15413087413336865,0.8720787996057608
20,0.1453996977326865,0.8712219531668843
21,0.1396010665819153,0.8681142278288222
22,0.12996209611766277,0.8691122512394746
23,0.12026858783442705,0.8652584645843107
