epoch,train_loss,val_pr_auc
1,0.5081699259757286,0.6542049713546582
2,0.32265105577045594,0.7402690973124123
3,0.29383304292968593,0.7663877225757464
4,0.27830438432480775,0.7784599893231461
5,0.27106233681243475,0.7841779538038158
6,0.2602645889481996,0.7878769580422584
7,0.2566956704695974,0.7935820432426802
8,0.24813581398336482,0.7962575092974418
9,0.24165795495512538,0.7937190705045423
10,0.23574235736142418,0.7947280323141601
11,0.23136966794673003,0.7969683712239682
12,0.22093120096197041,0.7932189342749734
13,0.21458884738965386,0.7949123686498983
14,0.20750924165914014,0.7919510016076734
15,0.20067209130015806,0.7916460109061438
16,0.19304474154529327,0.7892473458780449
17,0.19111230081358913,0.7924992773457523
18,0.18392574314886756,0.7885054446582453
19,0.17356030718045373,0.7887851789851593
20,0.16571602909450367,0.7861874973222808
21,0.15862839530336237,0.7873778752353856
