epoch,train_loss,val_pr_auc
1,0.49038478854318657,0.6688605576225715
2,0.31364216558393165,0.7395597754728221
3,0.28603976424937905,0.7615847299726558
4,0.27246235052993195,0.7764168735967123
5,0.2684552556632169,0.783145409281766
6,0.2586432081838879,0.7850142539391793
7,0.2547857264115385,0.7901839351685582
8,0.2466223150802784,0.7917916714600903
9,0.24223446687378294,0.7963818675504621
10,0.23593263394700012,0.7921874973169207
11,0.22982326034617764,0.7961967086354163
12,0.22398276488939575,0.7995702831454787
13,0.21660120766639246,0.7924596496022049
14,0.21460898135523726,0.7994981548758214
15,0.204867826947694,0.7943606785263223
16,0.20100908436676737,0.7971947205957767
17,0.18920028875235884,0.790476913427193
18,0.18551171408736525,0.7882396972632771
19,0.1792997101526907,0.7896574608472237
20,0.17076084948460357,0.7839568934565089
21,0.16297296306769624,0.7852001471168173
22,0.1558541314638133,0.7811090668464992
