epoch,train_loss,val_pr_auc
1,0.5096585817694513,0.6632912925838288
2,0.32067578056151175,0.7424420452452662
3,0.2940701905703302,0.75834173710759
4,0.28011183256545497,0.7766555724123778
5,0.27184351784041727,0.7826410405406795
6,0.2625938644691216,0.7846185488765675
7,0.25981388724925736,0.7894512697470375
8,0.2575376039467846,0.7893334151541275
9,0.24535740192089892,0.7928227406725501
10,0.23549060305890243,0.7925978195145097
11,0.232847035450148,0.7926322430918089
12,0.22110029235483505,0.7925708556574191
13,0.21785214270989053,0.7932897998990875
14,0.20580181021671054,0.7902279697662239
15,0.19959688721886365,0.7873729969050698
16,0.19092164818384555,0.7839508383330146
17,0.1849039739139649,0.7820655678886627
18,0.17798095947243942,0.7907291532332661
19,0.17231141783700601,0.7842815497302991
20,0.16091420421729968,0.7826962566743696
21,0.15419532099628094,0.7806047286897316
22,0.14983105509624645,0.7849203519302912
23,0.13669257600396484,0.781061812561529
