epoch,train_loss,val_pr_auc
1,0.5095833016561125,0.6641184482586608
2,0.3256939146288877,0.7412621388890219
3,0.2983697167161333,0.7591111571081366
4,0.2854548443703144,0.7722723935606617
5,0.2759661273271347,0.780843419456674
6,0.26661977470070714,0.7906115039757895
7,0.2563281755993921,0.7898770985708794
8,0.25208057816978496,0.7961300747409791
9,0.24687992309212026,0.7938590672848541
10,0.23660371581111855,0.7964948131644258
11,0.2289275966364277,0.7986721004262906
12,0.226635901846358,0.7985892219627372
13,0.21569301617170095,0.7971748152453519
14,0.21440268060603324,0.7960314311278115
15,0.20542099512858789,0.7975936241575742
16,0.1963061490216817,0.7986458196545592
17,0.1947026545799399,0.794727410098484
18,0.1844708474785932,0.7919547588504076
19,0.1773312828930738,0.7911505472433943
20,0.1689605671172223,0.7928976648550311
21,0.16281000171968737,0.7937870613017811
