pair_id,pr_auc_A,pr_auc_B,roc_auc_A,roc_auc_B,n_flagged
0,0.8814577555739045,0.8823332120301024,0.9626611832285638,0.9632992698779762,3151
1,0.8824039444716941,0.8878118694687576,0.9619443052157048,0.9647361090765024,2791
2,0.8546731721889567,0.8581185524289605,0.9477874965345086,0.9508497245067984,2224
3,0.8605483874106299,0.8584524648560898,0.9497243074114716,0.9515534896424072,3035
