pair_id,pr_auc_A,pr_auc_B,roc_auc_A,roc_auc_B,n_flagged
0,0.8720750603089498,0.872610515571089,0.9590745518885081,0.9591320357305703,3151
1,0.8727522062313853,0.8747672495239474,0.9580657275930683,0.9588654662854472,2791
2,0.83721109230484,0.8467493359436209,0.9379489342952702,0.9446783333230084,2224
3,0.8287544508172936,0.8347904512258859,0.9319838126282585,0.9412137426004312,3035
